title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_bedrooms,apartment_bathrooms,apartment_total_area,apartment_living_area,price_in_USD,image,url
"Apartment  in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2023.0,,,,,,,,223907.0,https://realting.com/uploads/bigSlider/464/fc09990f9f1d6f703990dc315a0a6.webp,https://realting.com/property-for-sale/turkey/stay-property/1638365
"2 room apartment 115 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",,9.0,7.0,3.0,2.0,2.0,115 m²,,263037.0,https://realting.com/uploads/bigSlider/1ae/5c1d13d1ce143a0c16df9fbb62a29.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750371
"3 room apartment 135 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",,8.0,5.0,3.0,,,135 m²,,241138.0,https://realting.com/uploads/bigSlider/14a/c495235a955ef.webp,https://realting.com/property-for-sale/turkey/zera-homes/1612314
"2 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,1.0,2.0,,,60 m²,,218016.0,https://realting.com/uploads/bigSlider/a3a/3d8e85654ae83.webp,https://realting.com/property-for-sale/turkey/zera-homes/1593458
"3 room apartment 191 m² in Goeruekle Mahallesi, Turkey",Turkey,"Marmara Region, Goeruekle Mahallesi, Niluefer, Turkey",2024.0,8.0,1.0,4.0,3.0,2.0,191 m²,116 m²,145648.0,https://realting.com/uploads/bigSlider/c37/e8e8fa9d76f17567e0386746bf6d7.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730507
"2 room apartment 110 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",,,,,2.0,2.0,110 m²,,138583.0,https://realting.com/uploads/bigSlider/cca/d1939732343a3.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636542
"3 room apartment 115 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,1.0,1.0,3.0,,,115 m²,,133880.0,https://realting.com/uploads/bigSlider/84c/7c07b987c9665.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537481
"2 room apartment 62 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,2.0,2.0,,1.0,62 m²,,135866.0,https://realting.com/uploads/bigSlider/126/5c36c6a8b8b02bebcaf952cfd6092.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757515
"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,16.0,12.0,3.0,,,100 m²,46 m²,130431.0,https://realting.com/uploads/bigSlider/51f/7ddbae361d3925d44b9c8f80c7fc9.webp,https://realting.com/property-for-sale/turkey/rpt/1722867
"2 room apartment 84 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,5.0,5.0,2.0,,,84 m²,,122238.0,https://realting.com/uploads/bigSlider/b26/c3c8a453319ed.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540205
"3 room apartment 115 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2023.0,,1.0,3.0,,2.0,115 m²,,119562.0,https://realting.com/uploads/bigSlider/35f/44227cea51956fcb485054df6348e.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1705784
"2 room apartment 51 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023.0,,2.0,2.0,,1.0,51 m²,,126768.0,https://realting.com/uploads/bigSlider/b4c/35d485717c0a469d61488fc31eb0e.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685235
"3 room apartment 63 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",,1.0,1.0,3.0,,,63 m²,,248709.0,https://realting.com/uploads/bigSlider/83d/9205c78f09e1f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540336
"4 room apartment 500 m² in Kusadasi, Turkey",Turkey,"Aegean Region, Tuerkmen Mahallesi, Kusadasi, Turkey",2019.0,2.0,2.0,4.0,4.0,3.0,500 m²,300 m²,241238.0,https://realting.com/uploads/bigSlider/cc3/18665d8c99973.webp,https://realting.com/property-for-sale/turkey/bulut-ada-real-estate/1048430
"3 room apartment 125 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,3.0,,,125 m²,,279401.0,https://realting.com/uploads/bigSlider/e32/3622736d85a0f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541173
"2 room apartment 110 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,10.0,7.0,3.0,2.0,2.0,110 m²,,215015.0,https://realting.com/uploads/bigSlider/092/bbbba12bbec3aab02d26464efed4c.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1714446
"Apartment  in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2025.0,,,,,,,,247820.0,https://realting.com/uploads/bigSlider/841/ddff149888f332cb5be2dd1c54d97.webp,https://realting.com/property-for-sale/turkey/stay-property/1638159
"3 room apartment 112 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",2023.0,,,3.0,,1.0,112 m²,,256705.0,https://realting.com/uploads/bigSlider/533/0ef1d53f8e219549ad78edc5d4e0c.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1721272
"4 room apartment 192 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,,4.0,,1.0,192 m²,,249993.0,https://realting.com/uploads/bigSlider/756/1293eaccb663fce10795fd5a44b76.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707209
"1 room apartment 65 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2020.0,12.0,2.0,2.0,1.0,,65 m²,,201082.0,https://realting.com/uploads/bigSlider/77b/3b7ceaf5843843301316f7e0746f8.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751008
"4 room apartment 109 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,9.0,8.0,4.0,,1.0,109 m²,,168474.0,https://realting.com/uploads/bigSlider/10e/983ab961ba4fd5ed01505503e8044.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685115
"2 room apartment 49 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,,1.0,2.0,,1.0,49 m²,,125037.0,https://realting.com/uploads/bigSlider/238/e6368d25c319f.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1630219
"2 room apartment 60 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2023.0,,,2.0,,1.0,60 m²,,248907.0,https://realting.com/uploads/bigSlider/0d3/2a050acd6552db89448e10dddaad2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1721317
"1 room apartment 47 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",,,,,1.0,1.0,47 m²,,143475.0,https://realting.com/uploads/bigSlider/2cc/696f6943c494b.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636663
"Apartment  in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2003.0,,,,,,,,132605.0,https://realting.com/uploads/bigSlider/7bc/3754715ed411275e6db4baf58d5b1.webp,https://realting.com/property-for-sale/turkey/stay-property/1638239
"3 room apartment 56 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025.0,,1.0,3.0,,1.0,56 m²,,135866.0,https://realting.com/uploads/bigSlider/6af/997eb2eb04b0002e7b20c82ded0ed.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1689591
"3 room apartment 115 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,115 m²,,136526.0,https://realting.com/uploads/bigSlider/63e/e0a0af8da54a5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537144
"2 room apartment 52 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,52 m²,,129117.0,https://realting.com/uploads/bigSlider/257/8d883e73880ef.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541600
"2 room apartment 50 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,1.0,1.0,2.0,,,50 m²,,124143.0,https://realting.com/uploads/bigSlider/97c/7aaa8c26234c7.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537355
"3 room apartment 88 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023.0,,3.0,3.0,,1.0,88 m²,,228255.0,https://realting.com/uploads/bigSlider/cc1/ff354048ade24af871a8cc34a0d87.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685333
"3 room apartment 100 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,9.0,1.0,3.0,,,100 m²,,222970.0,https://realting.com/uploads/bigSlider/9cd/9b44529e84b93.webp,https://realting.com/property-for-sale/turkey/zera-homes/1483832
"2 room apartment 80 m² in Bahcelievler Mahallesi, Turkey",Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",,,,,2.0,,80 m²,,243488.0,https://realting.com/uploads/bigSlider/696/a5daaaad60159.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1634280
"3 room apartment 120 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,120 m²,,285222.0,https://realting.com/uploads/bigSlider/388/3f847a63c1c3d.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1578298
"5 room apartment 194 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023.0,,,5.0,,1.0,194 m²,,217386.0,https://realting.com/uploads/bigSlider/842/583b931162017ab36c2e1fa5cc3d2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757862
"5 room apartment 120 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,,5.0,,1.0,120 m²,,282601.0,https://realting.com/uploads/bigSlider/312/89ae6ed28fa44ee062482cdb763e2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707142
"2 room apartment 90 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2010.0,5.0,2.0,3.0,2.0,,90 m²,,224994.0,https://realting.com/uploads/bigSlider/0a5/667bedd284ec43c72ea76c5587be6.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750460
"2 room apartment 54 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,54 m²,,176742.0,https://realting.com/uploads/bigSlider/546/ab21c48bb9373.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541990
"1 room apartment 70 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",,,,2.0,1.0,1.0,70 m²,63 m²,147000.0,https://realting.com/uploads/bigSlider/69b/c26a9734a129d.webp,https://realting.com/property-for-sale/turkey/partners-global/809503
"2 room apartment 45 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,4.0,1.0,2.0,,,45 m²,,136535.0,https://realting.com/uploads/bigSlider/e05/6a4ac5541adbb.webp,https://realting.com/property-for-sale/turkey/zera-homes/1630110
"3 room apartment 110 m² in Ankara, Turkey",Turkey,"Central Anatolia Region, Ankara, Turkey",2023.0,6.0,,4.0,3.0,2.0,110 m²,95 m²,111954.0,https://realting.com/uploads/bigSlider/293/64c3a659eedc1d43169e15934d9fe.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1748431
"3 room apartment 141 m² in Bahcelievler Mahallesi, Turkey",Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",,,,,3.0,,141 m²,,277167.0,https://realting.com/uploads/bigSlider/dd9/28735c804dc0d38a2f4596494d857.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1634034
"3 room apartment 110 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,1.0,1.0,3.0,,,110 m²,,131551.0,https://realting.com/uploads/bigSlider/9cb/26c6b052167c7.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538047
"3 room apartment 69 m² in Mezitli, Turkey",Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",2023.0,,2.0,3.0,,1.0,69 m²,,120649.0,https://realting.com/uploads/bigSlider/263/26249f3ce613a828e95a82de4cca5.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685394
"Apartment  in Avcilar, Turkey",Turkey,"Avcilar, Marmara Region, Turkey",,,,,,,,,136000.0,https://realting.com/uploads/bigSlider/cc3/1b952854930ff.webp,https://realting.com/property-for-sale/turkey/sky-turkey-property/531467
"2 room apartment 60 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",,5.0,1.0,2.0,,,60 m²,,153602.0,https://realting.com/uploads/bigSlider/988/9d8c972b9652b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1449713
"Penthouse 2 bedrooms 120 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,8.0,,3.0,2.0,2.0,120 m²,100 m²,228255.0,https://realting.com/uploads/bigSlider/3ff/919717988e050c0a73cb953982736.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731625
"2 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,60 m²,,142029.0,https://realting.com/uploads/bigSlider/4a6/c64e34e13613f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540869
"Apartment  in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2024.0,,,,,,,,220163.0,https://realting.com/uploads/bigSlider/946/f033d2ea6a586cfc7670583e2c8b8.webp,https://realting.com/property-for-sale/turkey/stay-property/1761998
"3 room apartment 110 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,5.0,2.0,3.0,,,110 m²,,224072.0,https://realting.com/uploads/bigSlider/8c0/788732346c3ff.webp,https://realting.com/property-for-sale/turkey/zera-homes/1483857
"3 room apartment 135 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2022.0,4.0,,4.0,3.0,1.0,135 m²,125 m²,253254.0,https://realting.com/uploads/bigSlider/c6e/761706ea62646b3fe13e07f78c2c1.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731749
"2 room apartment 93 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2023.0,21.0,,3.0,2.0,2.0,93 m²,69 m²,226081.0,https://realting.com/uploads/bigSlider/93c/59dc1a0510735cb8a9b26e5c6a6a5.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731831
"1 room apartment  in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",,,,2.0,1.0,1.0,,80 m²,195255.0,https://realting.com/uploads/bigSlider/632/2095c5d969797.webp,https://realting.com/property-for-sale/turkey/realty-group/1484997
"3 room apartment 122 m² in Kartal, Turkey",Turkey,"Kartal, Marmara Region, Turkey",2025.0,22.0,1.0,4.0,3.0,2.0,122 m²,,240000.0,https://realting.com/uploads/bigSlider/b99/12fe910bcf13.webp,https://realting.com/property-for-sale/turkey/alanya-home/1548583
"3 room apartment 120 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,8.0,5.0,3.0,,,120 m²,,192691.0,https://realting.com/uploads/bigSlider/6d2/769a489e4217b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1320943
"2 room apartment 70 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2020.0,5.0,1.0,3.0,2.0,,70 m²,,131518.0,https://realting.com/uploads/bigSlider/228/cd2ecbb7c9235b0a2e047e3ddaddc.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750414
"2 room apartment 70 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,5.0,5.0,2.0,,,70 m²,,157163.0,https://realting.com/uploads/bigSlider/295/cb4bee0e4013f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539315
"2 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,50 m²,,111125.0,https://realting.com/uploads/bigSlider/e14/caf4664904fb3.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537433
"3 room apartment 115 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,3.0,,,115 m²,,121709.0,https://realting.com/uploads/bigSlider/2df/6580d36008ff3.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540402
"3 room apartment 95 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,2.0,2.0,3.0,,,95 m²,,261939.0,https://realting.com/uploads/bigSlider/399/c119b9333c6a5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542379
"4 room apartment 130 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,4.0,,,130 m²,,112078.0,https://realting.com/uploads/bigSlider/99a/5ac54119a99bd.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539248
"2 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,60 m²,,128059.0,https://realting.com/uploads/bigSlider/1d8/4461ba2dabc73.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539190
"2 room apartment 52 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,5.0,5.0,2.0,,,52 m²,,142040.0,https://realting.com/uploads/bigSlider/874/785870ecb4acb.webp,https://realting.com/property-for-sale/turkey/zera-homes/1564277
"2 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,7.0,7.0,2.0,,,60 m²,,170393.0,https://realting.com/uploads/bigSlider/19c/e2ba4636c38b5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537321
"3 room apartment 130 m² in Ciftlikkoey, Turkey",Turkey,"Marmara Region, Ciftlikkoey, Turkey",2018.0,4.0,2.0,4.0,3.0,2.0,130 m²,115 m²,147822.0,https://realting.com/uploads/bigSlider/bf0/190ee0838be7487cdef8656030bac.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731746
"3 room apartment 110 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,11.0,5.0,3.0,,,110 m²,,195994.0,https://realting.com/uploads/bigSlider/71c/48dedcc349625.webp,https://realting.com/property-for-sale/turkey/zera-homes/1518638
"2 room apartment 115 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",,4.0,3.0,3.0,2.0,2.0,115 m²,,232974.0,https://realting.com/uploads/bigSlider/de9/546d924d6e83.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1602887
"5 room apartment 230 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,9.0,9.0,5.0,,,230 m²,,242240.0,https://realting.com/uploads/bigSlider/b2d/2332a35545a9b.webp,https://realting.com/property-for-sale/turkey/zera-homes/977380
"2 room apartment 85 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2023.0,,,3.0,2.0,1.0,85 m²,64 m²,251080.0,https://realting.com/uploads/bigSlider/31a/7fe6b6959f9720d840d6423956a0b.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730060
"2 room apartment 80 m² in Kahyalar, Turkey",Turkey,"Kahyalar, Mediterranean Region, Gazipasa, Turkey",2024.0,5.0,,3.0,2.0,1.0,80 m²,73 m²,199995.0,https://realting.com/uploads/bigSlider/438/101e670ab88145045e65649ee5744.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730469
"Penthouse 2 bedrooms 130 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2024.0,5.0,,3.0,2.0,1.0,130 m²,116 m²,206516.0,https://realting.com/uploads/bigSlider/901/54a343199d2fe0553f53f192f7933.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1729350
"5 room apartment 240 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,11.0,11.0,5.0,,2.0,240 m²,,141301.0,https://realting.com/uploads/bigSlider/8c3/184c9e131b9f7.webp,https://realting.com/property-for-sale/turkey/realty-world-utm-gayrimenkul/774334
