title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_bedrooms,apartment_bathrooms,apartment_total_area,apartment_living_area,price_in_USD,image,url
"2 room apartment 140 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,9.0,,3.0,2.0,2.0,140 m²,125 m²,215212.0,https://realting.com/uploads/bigSlider/2e9/dc9625d9db6ceee754f6648ea8e11.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731388
"Apartment  in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2005.0,,,,,,,,194560.0,https://realting.com/uploads/bigSlider/c16/ffe5ae650e0742b1be7a1c42de016.webp,https://realting.com/property-for-sale/turkey/stay-property/1737281
"2 room apartment 75 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2024.0,4.0,,3.0,2.0,1.0,75 m²,60 m²,251080.0,https://realting.com/uploads/bigSlider/93e/f83a2da9b3dab5adc92b6ce891a03.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730448
"2 room apartment 100 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2023.0,6.0,,3.0,2.0,1.0,100 m²,120 m²,226081.0,https://realting.com/uploads/bigSlider/f63/21f68a04d6f667e91b9b85267966e.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730143
"3 room apartment 85 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,,,3.0,,1.0,85 m²,,190610.0,https://realting.com/uploads/bigSlider/381/2210727e64002985dd85f4850ea69.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757796
"3 room apartment 140 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,140 m²,,192088.0,https://realting.com/uploads/bigSlider/333/399d90ab4511f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540852
"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023.0,11.0,10.0,2.0,1.0,,50 m²,,235000.0,https://realting.com/uploads/bigSlider/1bf/995b3ccff1861d890df97cd7f8816.webp,https://realting.com/property-for-sale/turkey/dda-real-estate/1740694
"3 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,60 m²,,126895.0,https://realting.com/uploads/bigSlider/73d/c2c311b346363.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539890
"2 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,,1.0,2.0,,1.0,55 m²,,143475.0,https://realting.com/uploads/bigSlider/ebb/b7883d9e241456dc61ac5cb82aa30.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1646294
"2 room apartment 50 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,,2.0,,1.0,50 m²,,149996.0,https://realting.com/uploads/bigSlider/0fe/ea1553120754cdfd1889eae056de9.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1737444
"2 room apartment 51 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",2023.0,,,2.0,,1.0,51 m²,,141301.0,https://realting.com/uploads/bigSlider/480/ff1686493c8577a6de02cfd53a225.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1737471
"3 room apartment 70 m² in Mezitli, Turkey",Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",,14.0,14.0,3.0,,,70 m²,,143142.0,https://realting.com/uploads/bigSlider/b70/c4a73a92226cf.webp,https://realting.com/property-for-sale/turkey/zera-homes/1650077
"3 room apartment 115 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",,10.0,1.0,3.0,,,115 m²,,155804.0,https://realting.com/uploads/bigSlider/398/c9731c9e412dd.webp,https://realting.com/property-for-sale/turkey/zera-homes/1280819
"3 room apartment  in Irmak Mahallesi, Turkey",Turkey,"Aegean Region, Irmak Mahallesi, Gaziemir, Turkey",2010.0,,,4.0,3.0,2.0,,160 m²,183191.0,https://realting.com/uploads/bigSlider/b52/a2b101746eecbb8272424920b1782.webp,https://realting.com/property-for-sale/turkey/startkey-vizyon-gayrimenkul/1710623
"5 room apartment 52 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025.0,,1.0,5.0,,1.0,52 m²,,183691.0,https://realting.com/uploads/bigSlider/182/60ec7a5f1fa7.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1609523
"4 room apartment 175 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,4.0,,,175 m²,,209551.0,https://realting.com/uploads/bigSlider/243/1cbcb31d28a3f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541768
"3 room apartment 110 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2023.0,,,3.0,,1.0,110 m²,,192930.0,https://realting.com/uploads/bigSlider/a35/b9188580899eefc235d672dfd86df.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757799
"4 room apartment 90 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,,,4.0,,1.0,90 m²,,214668.0,https://realting.com/uploads/bigSlider/5cb/20f1e3b5736e722538fc154945512.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707131
"2 room apartment 55 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,5.0,1.0,2.0,,,55 m²,,198196.0,https://realting.com/uploads/bigSlider/d08/67b5d06e804fb.webp,https://realting.com/property-for-sale/turkey/zera-homes/1569637
"3 room apartment 130 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,2.0,2.0,3.0,,,130 m²,,203730.0,https://realting.com/uploads/bigSlider/a8d/878380f60f4cf.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537931
"Penthouse 4 bedrooms 220 m² in Doesemealti, Turkey",Turkey,"Doesemealti, Mediterranean Region, Turkey",2023.0,,,5.0,4.0,3.0,220 m²,160 m²,215212.0,https://realting.com/uploads/bigSlider/ce5/478c6b3b1091923cb5313a7e0be24.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730360
"2 room apartment  in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,3.0,1.0,3.0,2.0,2.0,,96 m²,,https://realting.com/uploads/bigSlider/837/0486c9682afef.webp,https://realting.com/property-for-sale/turkey/trustpoint/1248983
"2 room apartment 55 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,4.0,2.0,2.0,,,55 m²,,181680.0,https://realting.com/uploads/bigSlider/661/887b17d1a3327.webp,https://realting.com/property-for-sale/turkey/zera-homes/1590220
"2 room apartment 67 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,67 m²,,201402.0,https://realting.com/uploads/bigSlider/aca/c52ac547e2157.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540802
"1 room apartment 65 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,6.0,4.0,2.0,1.0,,65 m²,,233690.0,https://realting.com/uploads/bigSlider/ffc/a48d19727784b1bd26ca81a7f1822.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750403
"1 room apartment 57 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2023.0,6.0,,2.0,1.0,,57 m²,,141301.0,https://realting.com/uploads/bigSlider/1a0/b9ccab9d9240930ee0751060bbfb9.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751981
"2 room apartment 60 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,6.0,2.0,2.0,,,60 m²,,139288.0,https://realting.com/uploads/bigSlider/6da/62ab2e84fb00b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1536840
"2 room apartment 52 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,52 m²,,148167.0,https://realting.com/uploads/bigSlider/916/6ab94e511d16b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537268
"2 room apartment 116 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",2023.0,12.0,5.0,3.0,2.0,2.0,116 m²,,138040.0,https://realting.com/uploads/bigSlider/a1f/838510c3f3b46565b167bd33560ef.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751493
"2 room apartment 100 m² in Beylikduezue, Turkey",Turkey,"Beylikduezue, Marmara Region, Turkey",2017.0,5.0,4.0,2.0,2.0,1.0,100 m²,90 m²,150000.0,https://realting.com/uploads/bigSlider/679/44c0738b99375.webp,https://realting.com/property-for-sale/turkey/mat-investment/1465932
"1 room apartment 70 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,,7.0,1.0,1.0,1.0,70 m²,,164225.0,https://realting.com/uploads/bigSlider/42c/88958963937f7.webp,https://realting.com/property-for-sale/turkey/kurtsafir/1128146
"2 room apartment  in Koyunlar, Turkey",Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",,,,2.0,,,,,160865.0,https://realting.com/uploads/bigSlider/324/a95cba9a94d53.webp,https://realting.com/property-for-sale/turkey/turkrealt/1268781
"3 room apartment 100 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,1.0,1.0,3.0,,,100 m²,,195792.0,https://realting.com/uploads/bigSlider/d93/b113fc83079b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539210
"2 room apartment 105 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,5.0,1.0,3.0,2.0,2.0,105 m²,,199995.0,https://realting.com/uploads/bigSlider/227/198f9e07533b20e8f36ac97fcf7b0.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750741
"2 room apartment 70 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,70 m²,,196745.0,https://realting.com/uploads/bigSlider/9a3/49c0c4d72cecb.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1547971
"4 room apartment 160 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,11.0,6.0,4.0,,,160 m²,,242240.0,https://realting.com/uploads/bigSlider/ac2/727b0421a7767.webp,https://realting.com/property-for-sale/turkey/zera-homes/1552267
"5 room apartment 222 m² in Sarimese, Turkey",Turkey,"Sarimese, Marmara Region, Sevkatiye Mahallesi, Kartepe, Turkey",,1.0,1.0,5.0,,,222 m²,,227860.0,https://realting.com/uploads/bigSlider/a63/42d6c16d8923f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1567069
"2 room apartment 85 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,,,,2.0,,85 m²,,223581.0,https://realting.com/uploads/bigSlider/2cb/8037ba0d0e031d41092b4815f10df.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1664847
"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,,,,1.0,1.0,50 m²,,229559.0,https://realting.com/uploads/bigSlider/8c1/e381bf3372925.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636722
"4 room apartment 155 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2024.0,9.0,9.0,5.0,4.0,4.0,155 m²,145 m²,238037.0,https://realting.com/uploads/bigSlider/7ac/212b190dbf7881369fffda26b7605.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731344
"2 room apartment 40 m² in Altinkum, Turkey",Turkey,"Altinkum, Mediterranean Region, Antalya, Turkey",,1.0,1.0,2.0,,,40 m²,,160656.0,https://realting.com/uploads/bigSlider/1aa/aaa51ae2a6787.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541021
"4 room apartment 135 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,7.0,4.0,4.0,,,135 m²,,259306.0,https://realting.com/uploads/bigSlider/cac/d298469e27633.webp,https://realting.com/property-for-sale/turkey/zera-homes/1357302
"1 room apartment 45 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",,,,1.0,1.0,1.0,45 m²,,156341.0,https://realting.com/uploads/bigSlider/b32/254929432ed5f.webp,https://realting.com/property-for-sale/turkey/viya-law-consulting/1419450
"3 room apartment 165 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",,15.0,10.0,,3.0,1.0,165 m²,145 m²,139015.0,https://realting.com/uploads/bigSlider/b72/76267c73ad6a75b28a6976f7377f4.webp,https://realting.com/property-for-sale/turkey/avior-estate-group/1676521
"2 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,2.0,,,55 m²,,128059.0,https://realting.com/uploads/bigSlider/c63/992c626a6d48f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540430
"1 room apartment 48 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023.0,,,2.0,1.0,1.0,48 m²,,126018.0,https://realting.com/uploads/bigSlider/b30/5bec71583733.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1602889
"3 room apartment 73 m² in Yesilkoey, Turkey",Turkey,"Yesilkoey, Mediterranean Region, Antalya, Turkey",,2.0,2.0,3.0,,,73 m²,,145121.0,https://realting.com/uploads/bigSlider/361/3595c1ca78c4f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542461
"2 room apartment 50 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,5.0,1.0,2.0,,1.0,50 m²,,141301.0,https://realting.com/uploads/bigSlider/24c/05b367de32c87.webp,https://realting.com/property-for-sale/turkey/realty-world-utm-gayrimenkul/1407114
"Apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",,10.0,,,,,60 m²,,131528.0,https://realting.com/uploads/bigSlider/b5f/85714b40a4b8b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1581539
"2 room apartment 70 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2011.0,,7.0,2.0,,1.0,70 m²,,161409.0,https://realting.com/uploads/bigSlider/a63/9ca96331cc627.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1657644
"3 room apartment 115 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,9.0,1.0,3.0,,,115 m²,,187736.0,https://realting.com/uploads/bigSlider/c62/3d9c906f81e55.webp,https://realting.com/property-for-sale/turkey/zera-homes/1627990
"3 room apartment 74 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024.0,9.0,2.0,3.0,,,74 m²,40 m²,211951.0,https://realting.com/uploads/bigSlider/a3b/7be7b7d55dc3a06493a273ad3a16d.webp,https://realting.com/property-for-sale/turkey/rpt/1690152
"2 room apartment 63 m² in Istanbul, Turkey",Turkey,"Marmara Region, Istanbul, Turkey",2023.0,,,2.0,,1.0,63 m²,,178800.0,https://realting.com/uploads/bigSlider/b4d/c98e7a371d8f136d8fecfc2a463d5.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757755
"4 room apartment 135 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,5.0,5.0,4.0,,,135 m²,,244476.0,https://realting.com/uploads/bigSlider/4bb/c7278851c968b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1559524
"4 room apartment 190 m² in Beylikduezue, Turkey",Turkey,"Beylikduezue, Marmara Region, Turkey",,,,4.0,,1.0,190 m²,,217386.0,https://realting.com/uploads/bigSlider/fda/d695317d2f40588f1e46e0678973d.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757861
"3 room apartment 174 m² in Goeruekle Mahallesi, Turkey",Turkey,"Marmara Region, Goeruekle Mahallesi, Niluefer, Turkey",2023.0,6.0,1.0,4.0,3.0,2.0,174 m²,135 m²,143475.0,https://realting.com/uploads/bigSlider/124/9cd94137e364244665cd9419a993b.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1729294
"3 room apartment 120 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,11.0,10.0,3.0,,,120 m²,,256554.0,https://realting.com/uploads/bigSlider/312/94d6b9c71ca87.webp,https://realting.com/property-for-sale/turkey/zera-homes/1302744
"3 room apartment 135 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,4.0,4.0,3.0,,,135 m²,,221193.0,https://realting.com/uploads/bigSlider/d66/69b2649a68c53.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539412
"1 room apartment 85 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,9.0,1.0,2.0,1.0,1.0,85 m²,65 m²,244559.0,https://realting.com/uploads/bigSlider/fa0/642671fece9c9afe0a710a2284dc3.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731768
"5 room apartment 180 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,12.0,12.0,5.0,,,180 m²,,278575.0,https://realting.com/uploads/bigSlider/e54/29b515522bcab.webp,https://realting.com/property-for-sale/turkey/zera-homes/1299423
"2 room apartment 50 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023.0,,3.0,2.0,,1.0,50 m²,,140214.0,https://realting.com/uploads/bigSlider/7ee/209dd7f4fd51eac6b991dcd1a6050.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685268
"2 room apartment 65 m² in Seki, Turkey",Turkey,"Seki, Mediterranean Region, Alanya, Turkey",,9.0,9.0,2.0,,,65 m²,,137636.0,https://realting.com/uploads/bigSlider/241/2ecf62e2cda59.webp,https://realting.com/property-for-sale/turkey/zera-homes/930284
"2 room apartment 61 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,4.0,3.0,2.0,,,61 m²,,156355.0,https://realting.com/uploads/bigSlider/b0c/49e18de70538f.webp,https://realting.com/property-for-sale/turkey/zera-homes/1416162
"2 room apartment 65 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,2.0,2.0,2.0,,,65 m²,,131551.0,https://realting.com/uploads/bigSlider/c81/be76328d4d037.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539770
"3 room apartment 120 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,3.0,,,120 m²,,139701.0,https://realting.com/uploads/bigSlider/a95/225694ddcd833.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542255
"1 room apartment 65 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2016.0,5.0,2.0,2.0,1.0,,65 m²,,157605.0,https://realting.com/uploads/bigSlider/8da/337079f75f17fda9b01ec7810080a.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750942
"2 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,60 m²,,142029.0,https://realting.com/uploads/bigSlider/117/7334c982b63d5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540271
"Penthouse 3 bedrooms 240 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,11.0,,4.0,3.0,3.0,240 m²,,168008.0,https://realting.com/uploads/bigSlider/4bc/c368148b339bb.webp,https://realting.com/property-for-sale/turkey/park-estate/599928
"2 room apartment 60 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,5.0,3.0,2.0,,,60 m²,,180778.0,https://realting.com/uploads/bigSlider/4a1/e1a4ac9a3b6b5.webp,https://realting.com/property-for-sale/turkey/zera-homes/1654351
"Apartment  in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2022.0,,,,,,,,222820.0,https://realting.com/uploads/bigSlider/027/4996654d7ac344dc2feccf49792b2.webp,https://realting.com/property-for-sale/turkey/stay-property/1684992
"3 room apartment 130 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,12.0,2.0,3.0,,,130 m²,,230128.0,https://realting.com/uploads/bigSlider/729/a4638cf6f3045.webp,https://realting.com/property-for-sale/turkey/zera-homes/1509932
"3 room apartment 58 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023.0,,2.0,3.0,,1.0,58 m²,,172822.0,https://realting.com/uploads/bigSlider/cc1/ff354048ade24af871a8cc34a0d87.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685334
"Apartment  in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2016.0,,,,,,,,228255.0,https://realting.com/uploads/bigSlider/270/a3c888cb3b830d35329238413e5a1.webp,https://realting.com/property-for-sale/turkey/stay-property/1685043
"3 room apartment 128 m² in Mudanya, Turkey",Turkey,"Mudanya, Marmara Region, Bursa, Turkey",2023.0,5.0,1.0,4.0,3.0,2.0,128 m²,118 m²,211951.0,https://realting.com/uploads/bigSlider/b46/bcd98d48e1320e37d2bba2ca8267c.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1729960
"3 room apartment 123 m² in Bahcelievler Mahallesi, Turkey",Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",,,,,3.0,,123 m²,,210864.0,https://realting.com/uploads/bigSlider/bdd/8852134cc5bddfdbd42706eb24cb0.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1633812
"1 room apartment 150 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,6.0,6.0,3.0,1.0,,150 m²,,271732.0,https://realting.com/uploads/bigSlider/c74/e73892ca15f9be9ffde30136744a6.webp,https://realting.com/property-for-sale/turkey/mercury-group/1392472
"1 room apartment 47 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023.0,6.0,1.0,,1.0,1.0,47 m²,41 m²,141307.0,https://realting.com/uploads/bigSlider/c38/60efc3c48d85b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1629927
"3 room apartment 67 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,,,3.0,,1.0,67 m²,,295492.0,https://realting.com/uploads/bigSlider/381/2210727e64002985dd85f4850ea69.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1721280
"2 room apartment 50 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,3.0,3.0,2.0,,,50 m²,,136526.0,https://realting.com/uploads/bigSlider/968/96cfc59234c27.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537146
"1 room apartment 55 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,5.0,1.0,2.0,1.0,,55 m²,,137496.0,https://realting.com/uploads/bigSlider/171/8095a5a866c451ebb1b3621c818b6.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751277
"2 room apartment 120 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,13.0,,3.0,2.0,2.0,120 m²,84 m²,126084.0,https://realting.com/uploads/bigSlider/ce3/3a429cfe7674714fcfa34d6dc3ed9.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1728233
"2 room apartment 55 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,4.0,4.0,2.0,,,55 m²,,132131.0,https://realting.com/uploads/bigSlider/a99/fbe034e41542b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1339233
"3 room apartment 100 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,3.0,,,100 m²,,160656.0,https://realting.com/uploads/bigSlider/5d9/4c9566d4a360d.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541610
"3 room apartment 120 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,120 m²,,133880.0,https://realting.com/uploads/bigSlider/958/66969293b9687.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538394
"2 room apartment 105 m² in Etimesgut, Turkey",Turkey,"Etimesgut, Central Anatolia Region, Ankara, Yenimahalle, Turkey",2022.0,22.0,10.0,3.0,2.0,1.0,105 m²,80 m²,133692.0,https://realting.com/uploads/bigSlider/79d/dc32a6386b7daf163735889978faa.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1727585
"1 room apartment 49 m² in Turkey, Turkey",Turkey,Turkey,2024.0,8.0,1.0,2.0,1.0,1.0,49 m²,,145676.0,https://realting.com/uploads/bigSlider/864/c4dd1cab2917b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1583223
"3 room apartment 190 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,12.0,3.0,4.0,3.0,2.0,190 m²,,239124.0,https://realting.com/uploads/bigSlider/9c3/134670ff2d9deeeb02ca675fc8c8b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750713
"2 room apartment 65 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,8.0,8.0,2.0,,,65 m²,,251048.0,https://realting.com/uploads/bigSlider/b81/8aea7f0d14783.webp,https://realting.com/property-for-sale/turkey/zera-homes/1529928
"3 room apartment 95 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,95 m²,,232834.0,https://realting.com/uploads/bigSlider/f4c/698934dc3a591.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539387
"2 room apartment 45 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,4.0,3.0,2.0,,,45 m²,,214162.0,https://realting.com/uploads/bigSlider/5c4/9e4a9d90b12b7.webp,https://realting.com/property-for-sale/turkey/zera-homes/1476389
"4 room apartment 130 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,5.0,5.0,4.0,,,130 m²,,192088.0,https://realting.com/uploads/bigSlider/665/9496c29299b37.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1559526
